H,連系線確保量,対象年月,ブロック数,取引期間,,
20250330B05,中部,北陸,270,0,0,0
20250330B05,北陸,関西,690,750,6,0
20250330B05,関西,中国,2982,93,57.494,14.629
20250330B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,57.494,14.629
20250330B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,57.494,14.629
20250330B05,関西,四国,0,0,0,0
20250330B05,中国,四国,0,0,0,0
20250330B05,中国,九州,89,0,0,0
20250330B06,北海道,東北,0,0,0,0
20250330B06,東北,東京,0,2124,0,20
20250330B06,東京,中部,0,0,0,0
20250330B06,中部,関西,354,0,0,0
20250330B06,中部,北陸,270,0,0,0
20250330B06,北陸,関西,576,750,7,0
20250330B06,関西,中国,2982,465,84.36,10.003
20250330B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,84.36,10.003
20250330B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,84.36,10.003
20250330B06,関西,四国,0,0,0,0
20250330B06,中国,四国,0,0,0,0
20250330B06,中国,九州,99,0,88.643,0
20250330B07,北海道,東北,0,0,0,0
20250330B07,東北,東京,0,2124,0,0
20250330B07,東京,中部,0,204,0,204
20250330B07,中部,関西,974,0,0,0
20250330B07,中部,北陸,270,0,0,0
20250330B07,北陸,関西,500,750,0,0
20250330B07,関西,中国,2982,2092.5,0,93.286
20250330B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,0,93.286
20250330B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,0,93.286
20250330B07,関西,四国,0,0,0,0
20250330B07,中国,四国,0,0,0,0
20250330B07,中国,九州,359,0,14,0
20250330B08,北海道,東北,0,0,0,0
20250330B08,東北,東京,0,2124,0,0
20250330B08,東京,中部,0,0,0,0
20250330B08,中部,関西,824,0,0,0
20250330B08,中部,北陸,270,0,0,0
20250330B08,北陸,関西,652,750,16,0
20250330B08,関西,中国,2982,2139,118.1,0
20250330B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,118.1,0
20250330B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,118.1,0
20250330B08,関西,四国,0,0,0,0
20250330B08,中国,四国,0,0,0,0
20250330B08,中国,九州,349,0,166,0
20250331B01,北海道,東北,0,0,0,0
20250331B01,東北,東京,0,2124,0,0
20250331B01,東京,中部,0,0,0,0
20250331B01,中部,関西,794,0,0,0
20250331B01,中部,北陸,270,0,0,0
20250331B01,北陸,関西,1349,750,10,0
20250331B01,関西,中国,2982,1953,46.991,0
20250331B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,46.991,0
20250331B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,46.991,0
20250331B01,関西,四国,0,0,0,0
20250331B01,中国,四国,0,0,0,0
20250331B01,中国,九州,339,0,117,0
20250331B02,北海道,東北,0,0,0,0
20250331B02,東北,東京,0,2124,0,0
20250331B02,東京,中部,0,267,0,0
20250331B02,中部,関西,834,0,0,0
20250331B02,中部,北陸,270,0,0,0
20250331B02,北陸,関西,1330,750,0,0
20250331B02,関西,中国,2982,2232,8.786,18.795
20250331B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,8.786,18.795
20250331B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,8.786,18.795
20250331B02,関西,四国,0,0,0,0
20250331B02,中国,四国,0,0,0,0
20250331B02,中国,九州,369,0,76,0
20250331B03,北海道,東北,0,0,0,0
20250331B03,東北,東京,0,2124,0,81
20250331B03,東京,中部,0,0,0,0
20250331B03,中部,関西,634,0,0,0
20250331B03,中部,北陸,270,0,0,0
20250331B03,北陸,関西,1077,750,23,0
20250331B03,関西,中国,2982,1255.5,215.1,0
20250331B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,215.1,0
20250331B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,215.1,0
20250331B03,関西,四国,0,0,0,0
20250331B03,中国,四国,0,0,0,0
20250331B03,中国,九州,209,0,134.636,0
20250331B04,北海道,東北,0,0,0,0
20250331B04,東北,東京,0,2124,0,318
20250331B04,東京,中部,0,0,0,0
20250331B04,中部,関西,484,0,0,0
20250331B04,中部,北陸,270,0,0,0
20250331B04,北陸,関西,1039,1450,10,0
20250331B04,関西,中国,2982,325.5,28,0
20250331B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,28,0
20250331B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,28,0
20250331B04,関西,四国,0,0,0,0
20250331B04,中国,四国,0,0,0,0
20250331B04,中国,九州,139,0,0,0
20250331B05,北海道,東北,0,0,0,0
20250331B05,東北,東京,0,2124,0,185
20250331B05,東京,中部,0,0,0,0
20250331B05,中部,関西,454,0,0,0
20250331B05,中部,北陸,270,0,0,0
20250331B05,北陸,関西,1020,1450,6,0
20250331B05,関西,中国,2982,93,52.087,1.902
20250331B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,52.087,1.902
20250331B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,52.087,1.902
20250331B05,関西,四国,0,0,0,0
20250331B05,中国,四国,0,0,0,0
20250331B05,中国,九州,139,0,0,0
20250331B06,北海道,東北,0,10,0,10
20250331B06,東北,東京,0,2124,0,20
20250331B06,東京,中部,0,0,0,0
20250331B06,中部,関西,634,0,303.966,0
20250331B06,中部,北陸,270,0,0,0
20250331B06,北陸,関西,906,1450,7,0
20250331B06,関西,中国,2982,465,100.066,0
20250331B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,100.066,0
20250331B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,100.066,0
20250331B06,関西,四国,0,0,0,0
20250331B06,中国,四国,0,0,0,0
20250331B06,中国,九州,179,0,114.352,0
20250331B07,北海道,東北,0,0,0,0
20250331B07,東北,東京,0,2124,0,0
20250331B07,東京,中部,0,204,0,204
20250331B07,中部,関西,1064,275,0,0
20250331B07,中部,北陸,270,0,0,0
20250331B07,北陸,関西,830,1450,0,0
20250331B07,関西,中国,2982,2092.5,3.65,21.155
20250331B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,3.65,21.155
20250331B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,3.65,21.155
20250331B07,関西,四国,0,0,0,0
20250331B07,中国,四国,0,0,0,0
20250331B07,中国,九州,409,0,14,0
20250331B08,北海道,東北,0,0,0,0
20250331B08,東北,東京,0,2124,0,0
20250331B08,東京,中部,0,0,0,0
20250331B08,中部,関西,894,0,0,0
20250331B08,中部,北陸,270,0,0,0
20250331B08,北陸,関西,982,750,16,0
20250331B08,関西,中国,2982,2139,93.495,0
20250331B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,93.495,0
20250331B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,93.495,0
20250331B08,関西,四国,0,0,0,0
20250331B08,中国,四国,0,0,0,0
20250331B08,中国,九州,369,0,166,0
E,,,,,,
